date,year,output_at_basic_values_current_prices_nok_million,intermediate_consumption_current_prices_nok_million,value_added_at_basic_prices_current_prices_nok_million,compensation_of_employees_current_prices_nok_million,taxes_on_production_current_prices_nok_million,subsidies_on_production_current_prices_nok_million,consumption_of_fixed_capital_current_prices_nok_million,operation_surplus_current_prices_nok_million,output_at_basic_values_constant_2015_price_nok_million,intermediate_consumption_constant_2015_prices_nok_million,value_added_at_basic_prices_constant_2015_prices_nok_million,output_at_basic_values_annual_change_in_volume_per_cent,intermediate_consumption_annual_change_in_volume_per_cent,value_added_at_basic_prices_annual_change_in_volume_per_cent,output_at_basic_values_annual_change_in_prices_per_cent,intermediate_consumption_annual_change_in_prices_per_cent,value_added_at_basic_prices_annual_change_in_prices_per_cent,name
1988-12-31,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air transport
1989-12-31,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air transport
1990-12-31,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air transport
1991-12-31,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air transport
1992-12-31,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air transport
1993-12-31,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air transport
1994-12-31,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air transport
1995-12-31,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air transport
1996-12-31,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air transport
1997-12-31,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air transport
1998-12-31,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air transport
1999-12-31,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air transport
2000-12-31,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air transport
2001-12-31,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air transport
2002-12-31,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air transport
2003-12-31,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air transport
2004-12-31,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air transport
2005-12-31,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air transport
2006-12-31,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air transport
2007-12-31,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air transport
2008-12-31,2008,25706,17605,8101,6278,3,531,1170,1181,32079,17721,21604,1.4,6.6,-8.9,8.4,5.9,14.2,Air transport
2009-12-31,2009,22359,14657,7702,5870,3,752,1396,1185,28189,15291,19729,-12.1,-13.7,-8.7,-1,-3.5,4.1,Air transport
2010-12-31,2010,23872,16363,7509,5991,3,729,1370,874,28357,16275,17654,0.6,6.4,-10.5,6.1,4.9,9,Air transport
2011-12-31,2011,26593,18676,7917,6300,3,718,1748,584,32578,19539,18294,14.9,20.1,3.6,-3,-4.9,1.7,Air transport
2012-12-31,2012,27624,19851,7773,6151,3,683,2153,149,31898,20779,14273,-2.1,6.3,-22,6.1,-0.1,25.8,Air transport
2013-12-31,2013,32344,24403,7941,6420,4,666,2497,-314,35837,24972,13181,12.3,20.2,-7.7,4.2,2.3,10.6,Air transport
2014-12-31,2014,37618,31287,6331,6453,5,681,2859,-2305,39490,31039,8814,10.2,24.3,-33.1,5.5,3.2,19.2,Air transport
2015-12-31,2015,39230,31725,7505,6530,108,760,2953,-1326,39230,31725,7505,-0.7,2.2,-14.8,5,-0.8,39.2,Air transport
2016-12-31,2016,34154,25250,8904,6328,7,790,2919,440,33377,26252,7125,-14.9,-17.3,-5.1,2.3,-3.8,25,Air transport
2017-12-31,2017,40493,32024,8469,6081,7,740,2814,307,39928,32227,7890,19.6,22.8,10.7,-0.9,3.3,-14.1,Air transport
2018-12-31,2018,44549,40865,3684,6528,6,674,2640,-4816,44526,39021,5946,11.5,21.1,-24.6,-1.3,5.4,-42.3,Air transport
2019-12-31,2019,47272,42380,4892,6750,6,711,2719,-3872,43324,40273,1888,-2.7,3.2,-68.2,9.1,0.5,318.1,Air transport
2020-12-31,2020,22841,24244,-1403,5688,37,2314,2761,-7575,18155,24357,-2247,-58.1,-39.5,NA,15.3,-5.4,-75.9,Air transport
2021-12-31,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air transport
2022-12-31,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air transport
1970-12-31,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
1971-12-31,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
1972-12-31,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
1973-12-31,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
1974-12-31,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
1975-12-31,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
1976-12-31,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
1977-12-31,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
1978-12-31,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
1979-12-31,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
1980-12-31,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
1981-12-31,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
1982-12-31,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
1983-12-31,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
1984-12-31,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
1985-12-31,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
1986-12-31,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
1987-12-31,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
1988-12-31,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
1989-12-31,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
1990-12-31,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
1991-12-31,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
1992-12-31,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
1993-12-31,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
1994-12-31,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
1995-12-31,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
1996-12-31,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
1997-12-31,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
1998-12-31,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
1999-12-31,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
2000-12-31,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
2001-12-31,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
2002-12-31,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
2003-12-31,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
2004-12-31,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
2005-12-31,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
2006-12-31,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
2007-12-31,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
2008-12-31,2008,73786,51245,22541,14443,32,291,3666,4691,85501,58409,27112,-0.4,3.9,-8.9,10.1,11.1,8,Warehousing and support activities for transportation
2009-12-31,2009,62741,41542,21199,14636,50,239,3786,2966,71600,47417,24283,-16.3,-18.8,-10.4,1.5,-0.1,5,Warehousing and support activities for transportation
2010-12-31,2010,67992,45294,22698,15059,36,232,4242,3593,76651,51641,25114,7.1,8.9,3.4,1.2,0.1,3.5,Warehousing and support activities for transportation
2011-12-31,2011,73050,48414,24636,16127,38,186,4200,4457,79950,53612,26438,4.3,3.8,5.3,3,3,3.1,Warehousing and support activities for transportation
2012-12-31,2012,76631,50784,25847,16283,38,157,4240,5443,82377,55673,26821,3,3.8,1.4,1.8,1,3.4,Warehousing and support activities for transportation
2013-12-31,2013,79280,50996,28284,17357,41,204,4304,6786,82470,54198,28307,0.1,-2.7,5.5,3.3,3.2,3.7,Warehousing and support activities for transportation
2014-12-31,2014,84278,56814,27464,17879,41,162,4668,5038,85229,58650,26770,3.3,8.2,-5.4,2.9,3,2.7,Warehousing and support activities for transportation
2015-12-31,2015,86811,56262,30549,18861,169,82,5079,6522,86811,56262,30549,1.9,-4.1,14.1,1.1,3.2,-2.5,Warehousing and support activities for transportation
2016-12-31,2016,83721,56614,27107,19393,194,148,5185,2483,82267,55806,26461,-5.2,-0.8,-13.4,1.8,1.4,2.4,Warehousing and support activities for transportation
2017-12-31,2017,83995,57530,26465,19819,241,113,5762,756,79946,55249,24707,-2.8,-1,-6.6,3.2,2.6,4.6,Warehousing and support activities for transportation
2018-12-31,2018,86657,57934,28723,20732,256,60,6112,1683,80464,54231,26204,0.6,-1.8,6.1,2.5,2.6,2.3,Warehousing and support activities for transportation
2019-12-31,2019,90539,60615,29924,21950,277,89,6154,1632,81954,55118,26805,1.9,1.6,2.3,2.6,2.9,1.8,Warehousing and support activities for transportation
2020-12-31,2020,81191,57431,23760,20440,282,4013,6542,509,73327,51619,21714,-10.5,-6.3,-19,0.2,1.2,-2,Warehousing and support activities for transportation
2021-12-31,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
2022-12-31,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warehousing and support activities for transportation
1970-12-31,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
1971-12-31,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
1972-12-31,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
1973-12-31,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
1974-12-31,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
1975-12-31,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
1976-12-31,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
1977-12-31,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
1978-12-31,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
1979-12-31,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
1980-12-31,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
1981-12-31,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
1982-12-31,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
1983-12-31,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
1984-12-31,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
1985-12-31,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
1986-12-31,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
1987-12-31,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
1988-12-31,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
1989-12-31,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
1990-12-31,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
1991-12-31,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
1992-12-31,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
1993-12-31,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
1994-12-31,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
1995-12-31,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
1996-12-31,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
1997-12-31,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
1998-12-31,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
1999-12-31,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
2000-12-31,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
2001-12-31,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
2002-12-31,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
2003-12-31,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
2004-12-31,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
2005-12-31,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
2006-12-31,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
2007-12-31,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
2008-12-31,2008,15864,6681,9183,8093,12,2,510,570,18291,7997,10481,1.6,-2.9,4.8,1.9,7.7,-1.9,Postal and courier activities
2009-12-31,2009,16453,5560,10893,7726,13,520,419,3255,17091,6859,10378,-6.6,-14.2,-1,11,-3,19.8,Postal and courier activities
2010-12-31,2010,16406,5295,11111,7370,14,499,1080,3146,16980,6190,10793,-0.7,-9.7,4,0.4,5.5,-1.9,Postal and courier activities
2011-12-31,2011,16399,5200,11199,7592,14,347,1468,2472,16757,5871,10849,-1.3,-5.2,0.5,1.3,3.5,0.3,Postal and courier activities
2012-12-31,2012,15783,6113,9670,7999,14,182,1601,238,16276,6260,10059,-2.9,6.6,-7.3,-0.9,10.3,-6.9,Postal and courier activities
2013-12-31,2013,16419,6089,10330,8104,15,482,1023,1670,17653,6266,11442,8.5,0.1,13.7,-4.1,-0.5,-6.1,Postal and courier activities
2014-12-31,2014,16591,6346,10245,8318,21,270,760,1416,17220,6391,10860,-2.5,2,-5.1,3.6,2.2,4.5,Postal and courier activities
2015-12-31,2015,17726,7207,10519,8410,28,418,649,1850,17726,7207,10519,2.9,12.8,-3.1,3.8,0.7,6,Postal and courier activities
2016-12-31,2016,17571,7209,10362,8421,28,405,738,1580,17077,7070,10007,-3.7,-1.9,-4.9,2.9,2,3.5,Postal and courier activities
2017-12-31,2017,17583,7227,10356,8272,30,464,927,1591,16065,6904,9165,-5.9,-2.3,-8.4,6.4,2.7,9.1,Postal and courier activities
2018-12-31,2018,18196,8097,10099,8393,31,622,1012,1285,16202,7401,8837,0.9,7.2,-3.6,2.6,4.5,1.1,Postal and courier activities
2019-12-31,2019,19362,9300,10062,8255,32,708,1005,1478,16479,8285,8263,1.7,11.9,-6.5,4.6,2.6,6.6,Postal and courier activities
2020-12-31,2020,19706,9263,10443,8428,38,747,1047,1677,17026,8170,8897,3.3,-1.4,7.7,-1.5,1,-3.6,Postal and courier activities
2021-12-31,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
2022-12-31,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postal and courier activities
1970-12-31,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
1971-12-31,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
1972-12-31,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
1973-12-31,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
1974-12-31,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
1975-12-31,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
1976-12-31,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
1977-12-31,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
1978-12-31,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
1979-12-31,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
1980-12-31,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
1981-12-31,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
1982-12-31,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
1983-12-31,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
1984-12-31,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
1985-12-31,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
1986-12-31,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
1987-12-31,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
1988-12-31,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
1989-12-31,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
1990-12-31,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
1991-12-31,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
1992-12-31,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
1993-12-31,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
1994-12-31,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
1995-12-31,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
1996-12-31,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
1997-12-31,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
1998-12-31,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
1999-12-31,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
2000-12-31,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
2001-12-31,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
2002-12-31,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
2003-12-31,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
2004-12-31,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
2005-12-31,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
2006-12-31,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
2007-12-31,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accommodation
2008-12-31,2008,22205,11951,10254,7531,40,132,1369,1446,23925,13996,9923,0.4,0.2,0.5,5.6,7.6,3.3,Accommodation
2009-12-31,2009,21287,11728,9559,7379,41,147,1389,897,22583,13381,9226,-5.6,-4.4,-7,1.6,2.6,0.3,Accommodation
2010-12-31,2010,22147,12574,9573,7648,45,151,1429,602,23011,13883,9191,1.9,3.8,-0.4,2.1,3.3,0.5,Accommodation
2011-12-31,2011,23746,13220,10526,8244,48,157,1473,918,24057,14399,9709,4.5,3.7,5.6,2.6,1.4,4.1,Accommodation
2012-12-31,2012,25131,14258,10873,8617,51,168,1510,863,25752,15332,10462,7,6.5,7.8,-1.1,1.3,-4.1,Accommodation
2013-12-31,2013,25970,14851,11119,8985,56,174,1542,710,26465,15564,10923,2.8,1.5,4.4,0.6,2.6,-2.1,Accommodation
2014-12-31,2014,27125,15360,11765,9466,61,184,1572,850,27367,15683,11682,3.4,0.8,6.9,1,2.6,-1.1,Accommodation
2015-12-31,2015,28511,16429,12082,10013,55,200,1680,534,28511,16429,12082,4.2,4.8,3.4,0.9,2.1,-0.7,Accommodation
2016-12-31,2016,29431,16855,12576,10243,64,231,1721,779,28631,16391,12240,0.4,-0.2,1.3,2.8,2.8,2.7,Accommodation
2017-12-31,2017,31041,17826,13215,10677,80,252,1792,918,28999,16951,12047,1.3,3.4,-1.6,4.1,2.3,6.8,Accommodation
2018-12-31,2018,32033,18724,13309,11148,83,270,1961,387,29750,17178,12562,2.6,1.3,4.3,0.6,3.6,-3.4,Accommodation
2019-12-31,2019,34204,19958,14246,11919,89,306,2104,440,31443,17824,13619,5.7,3.8,8.4,1,2.7,-1.3,Accommodation
