contents,quarter,value,shortname
Number of employees,2021K2,5561,"Programming, broadcasting activities"
Number of employees,2021K3,5510,"Programming, broadcasting activities"
Number of employees,2021K4,5642,"Programming, broadcasting activities"
Number of employees,2022K1,5853,"Programming, broadcasting activities"
Number of employees,2022K2,5892,"Programming, broadcasting activities"
Number of employees,2022K3,5787,"Programming, broadcasting activities"
Number of employees,2022K4,5981,"Programming, broadcasting activities"
Number of jobs (employments),2016K1,5607,"Programming, broadcasting activities"
Number of jobs (employments),2016K2,5735,"Programming, broadcasting activities"
Number of jobs (employments),2016K3,5737,"Programming, broadcasting activities"
Number of jobs (employments),2016K4,5757,"Programming, broadcasting activities"
Number of jobs (employments),2017K1,5706,"Programming, broadcasting activities"
Number of jobs (employments),2017K2,5564,"Programming, broadcasting activities"
Number of jobs (employments),2017K3,5570,"Programming, broadcasting activities"
Number of jobs (employments),2017K4,5626,"Programming, broadcasting activities"
Number of jobs (employments),2018K1,5921,"Programming, broadcasting activities"
Number of jobs (employments),2018K2,6244,"Programming, broadcasting activities"
Number of jobs (employments),2018K3,5805,"Programming, broadcasting activities"
Number of jobs (employments),2018K4,6448,"Programming, broadcasting activities"
Number of jobs (employments),2019K1,5999,"Programming, broadcasting activities"
Number of jobs (employments),2019K2,6211,"Programming, broadcasting activities"
Number of jobs (employments),2019K3,5794,"Programming, broadcasting activities"
Number of jobs (employments),2019K4,6386,"Programming, broadcasting activities"
Number of jobs (employments),2020K1,5992,"Programming, broadcasting activities"
Number of jobs (employments),2020K2,5676,"Programming, broadcasting activities"
Number of jobs (employments),2020K3,5562,"Programming, broadcasting activities"
Number of jobs (employments),2020K4,6121,"Programming, broadcasting activities"
Number of jobs (employments),2021K1,5804,"Programming, broadcasting activities"
Number of jobs (employments),2021K2,5841,"Programming, broadcasting activities"
Number of jobs (employments),2021K3,5788,"Programming, broadcasting activities"
Number of jobs (employments),2021K4,5968,"Programming, broadcasting activities"
Number of jobs (employments),2022K1,6231,"Programming, broadcasting activities"
Number of jobs (employments),2022K2,6324,"Programming, broadcasting activities"
Number of jobs (employments),2022K3,6108,"Programming, broadcasting activities"
Number of jobs (employments),2022K4,6474,"Programming, broadcasting activities"
Average monthly basic earnings (NOK),2016K1,46970,"Programming, broadcasting activities"
Average monthly basic earnings (NOK),2016K2,46790,"Programming, broadcasting activities"
Average monthly basic earnings (NOK),2016K3,47740,"Programming, broadcasting activities"
Average monthly basic earnings (NOK),2016K4,48130,"Programming, broadcasting activities"
Average monthly basic earnings (NOK),2017K1,48510,"Programming, broadcasting activities"
Average monthly basic earnings (NOK),2017K2,48620,"Programming, broadcasting activities"
Average monthly basic earnings (NOK),2017K3,49240,"Programming, broadcasting activities"
Average monthly basic earnings (NOK),2017K4,49560,"Programming, broadcasting activities"
Average monthly basic earnings (NOK),2018K1,49760,"Programming, broadcasting activities"
Average monthly basic earnings (NOK),2018K2,50020,"Programming, broadcasting activities"
Average monthly basic earnings (NOK),2018K3,50550,"Programming, broadcasting activities"
Average monthly basic earnings (NOK),2018K4,51420,"Programming, broadcasting activities"
Average monthly basic earnings (NOK),2019K1,51760,"Programming, broadcasting activities"
Average monthly basic earnings (NOK),2019K2,52250,"Programming, broadcasting activities"
Average monthly basic earnings (NOK),2019K3,53200,"Programming, broadcasting activities"
Average monthly basic earnings (NOK),2019K4,53540,"Programming, broadcasting activities"
Average monthly basic earnings (NOK),2020K1,53890,"Programming, broadcasting activities"
Average monthly basic earnings (NOK),2020K2,54290,"Programming, broadcasting activities"
Average monthly basic earnings (NOK),2020K3,54190,"Programming, broadcasting activities"
Average monthly basic earnings (NOK),2020K4,55240,"Programming, broadcasting activities"
Average monthly basic earnings (NOK),2021K1,55370,"Programming, broadcasting activities"
Average monthly basic earnings (NOK),2021K2,55500,"Programming, broadcasting activities"
Average monthly basic earnings (NOK),2021K3,56350,"Programming, broadcasting activities"
Average monthly basic earnings (NOK),2021K4,56850,"Programming, broadcasting activities"
Average monthly basic earnings (NOK),2022K1,57440,"Programming, broadcasting activities"
Average monthly basic earnings (NOK),2022K2,57570,"Programming, broadcasting activities"
Average monthly basic earnings (NOK),2022K3,58680,"Programming, broadcasting activities"
Average monthly basic earnings (NOK),2022K4,59290,"Programming, broadcasting activities"
Average monthly earnings (NOK),2016K1,48620,"Programming, broadcasting activities"
Average monthly earnings (NOK),2016K2,49200,"Programming, broadcasting activities"
Average monthly earnings (NOK),2016K3,49500,"Programming, broadcasting activities"
Average monthly earnings (NOK),2016K4,49390,"Programming, broadcasting activities"
Average monthly earnings (NOK),2017K1,50470,"Programming, broadcasting activities"
Average monthly earnings (NOK),2017K2,51060,"Programming, broadcasting activities"
Average monthly earnings (NOK),2017K3,50830,"Programming, broadcasting activities"
Average monthly earnings (NOK),2017K4,50760,"Programming, broadcasting activities"
Average monthly earnings (NOK),2018K1,52700,"Programming, broadcasting activities"
Average monthly earnings (NOK),2018K2,53240,"Programming, broadcasting activities"
Average monthly earnings (NOK),2018K3,52500,"Programming, broadcasting activities"
Average monthly earnings (NOK),2018K4,53300,"Programming, broadcasting activities"
Average monthly earnings (NOK),2019K1,53760,"Programming, broadcasting activities"
Average monthly earnings (NOK),2019K2,55580,"Programming, broadcasting activities"
Average monthly earnings (NOK),2019K3,54930,"Programming, broadcasting activities"
Average monthly earnings (NOK),2019K4,55190,"Programming, broadcasting activities"
Average monthly earnings (NOK),2020K1,56650,"Programming, broadcasting activities"
Average monthly earnings (NOK),2020K2,57690,"Programming, broadcasting activities"
Average monthly earnings (NOK),2020K3,55560,"Programming, broadcasting activities"
Average monthly earnings (NOK),2020K4,57220,"Programming, broadcasting activities"
Average monthly earnings (NOK),2021K1,57750,"Programming, broadcasting activities"
Average monthly earnings (NOK),2021K2,58610,"Programming, broadcasting activities"
Average monthly earnings (NOK),2021K3,57970,"Programming, broadcasting activities"
Average monthly earnings (NOK),2021K4,58880,"Programming, broadcasting activities"
Average monthly earnings (NOK),2022K1,60040,"Programming, broadcasting activities"
Average monthly earnings (NOK),2022K2,61390,"Programming, broadcasting activities"
Average monthly earnings (NOK),2022K3,60740,"Programming, broadcasting activities"
Average monthly earnings (NOK),2022K4,61220,"Programming, broadcasting activities"
Index of average monthly basic earnings,2016K1,100,"Programming, broadcasting activities"
Index of average monthly basic earnings,2016K2,99.6,"Programming, broadcasting activities"
Index of average monthly basic earnings,2016K3,101.6,"Programming, broadcasting activities"
Index of average monthly basic earnings,2016K4,102.5,"Programming, broadcasting activities"
Index of average monthly basic earnings,2017K1,103.3,"Programming, broadcasting activities"
Index of average monthly basic earnings,2017K2,103.5,"Programming, broadcasting activities"
Index of average monthly basic earnings,2017K3,104.8,"Programming, broadcasting activities"
Index of average monthly basic earnings,2017K4,105.5,"Programming, broadcasting activities"
Index of average monthly basic earnings,2018K1,105.9,"Programming, broadcasting activities"
Index of average monthly basic earnings,2018K2,106.5,"Programming, broadcasting activities"
Index of average monthly basic earnings,2018K3,107.6,"Programming, broadcasting activities"
Index of average monthly basic earnings,2018K4,109.5,"Programming, broadcasting activities"
Index of average monthly basic earnings,2019K1,110.2,"Programming, broadcasting activities"
Index of average monthly basic earnings,2019K2,111.2,"Programming, broadcasting activities"
Index of average monthly basic earnings,2019K3,113.3,"Programming, broadcasting activities"
Index of average monthly basic earnings,2019K4,114,"Programming, broadcasting activities"
Index of average monthly basic earnings,2020K1,114.7,"Programming, broadcasting activities"
Index of average monthly basic earnings,2020K2,115.6,"Programming, broadcasting activities"
Index of average monthly basic earnings,2020K3,115.4,"Programming, broadcasting activities"
Index of average monthly basic earnings,2020K4,117.6,"Programming, broadcasting activities"
Index of average monthly basic earnings,2021K1,117.9,"Programming, broadcasting activities"
Index of average monthly basic earnings,2021K2,118.2,"Programming, broadcasting activities"
Index of average monthly basic earnings,2021K3,120,"Programming, broadcasting activities"
Index of average monthly basic earnings,2021K4,121,"Programming, broadcasting activities"
Index of average monthly basic earnings,2022K1,122.3,"Programming, broadcasting activities"
Index of average monthly basic earnings,2022K2,122.6,"Programming, broadcasting activities"
Index of average monthly basic earnings,2022K3,124.9,"Programming, broadcasting activities"
Index of average monthly basic earnings,2022K4,126.2,"Programming, broadcasting activities"
Index of average monthly earnings,2016K1,100,"Programming, broadcasting activities"
Index of average monthly earnings,2016K2,101.2,"Programming, broadcasting activities"
Index of average monthly earnings,2016K3,101.8,"Programming, broadcasting activities"
Index of average monthly earnings,2016K4,101.6,"Programming, broadcasting activities"
Index of average monthly earnings,2017K1,103.8,"Programming, broadcasting activities"
Index of average monthly earnings,2017K2,105,"Programming, broadcasting activities"
