date,year,quarter,average_monthly_basic_earnings_nok,average_monthly_earnings_nok,number_of_employees,number_of_jobs_employments,consumer_price_index_2015_100
2022-09-30,2022,3,47250,48180,2928,3260,125.6
2022-12-31,2022,4,49010,50250,2961,3288,125.9
2016-03-31,2016,1,38330,39420,9531,9872,102.5
2016-06-30,2016,2,38380,40070,9699,10049,103.8
2016-09-30,2016,3,37750,38400,10338,10704,104.2
2016-12-31,2016,4,38540,39720,9941,10274,104.4
2017-03-31,2017,1,39210,39960,9629,9913,105
2017-06-30,2017,2,38990,41280,10023,10351,105.8
2017-09-30,2017,3,38540,38920,10671,11031,105.9
2017-12-31,2017,4,39940,41270,10075,10423,106.1
2018-03-31,2018,1,39800,42750,10296,10611,107.3
2018-06-30,2018,2,40000,42170,10428,10824,108.5
2018-09-30,2018,3,39550,39990,11158,11560,109.5
2018-12-31,2018,4,41110,42610,10710,11070,109.8
2019-03-31,2019,1,41220,42080,10638,10956,110.4
2019-06-30,2019,2,41080,43140,11026,11392,110.6
2019-09-30,2019,3,40850,41460,11710,12061,111.1
2019-12-31,2019,4,42300,43660,11199,11606,111.3
2020-03-31,2020,1,42300,43050,11084,11418,111.2
2020-06-30,2020,2,42280,44470,11142,11478,112.1
2020-09-30,2020,3,41570,42120,11803,12155,112.9
2020-12-31,2020,4,42850,44580,11335,11718,112.9
2021-03-31,2021,1,43280,44230,11196,11517,114.6
2021-06-30,2021,2,43370,45650,11404,11745,115.3
2021-09-30,2021,3,43060,43610,12005,12421,117.5
2021-12-31,2021,4,44580,46480,11559,11941,118.9
2022-03-31,2022,1,44810,47890,11619,11966,119.8
2022-06-30,2022,2,44820,49470,11871,12222,122.6
2022-09-30,2022,3,44710,45350,12517,12906,125.6
2022-12-31,2022,4,46760,48900,12082,12465,125.9
2016-03-31,2016,1,NA,NA,50,56,102.5
2016-06-30,2016,2,NA,NA,73,76,103.8
2016-09-30,2016,3,NA,NA,76,79,104.2
2016-12-31,2016,4,NA,NA,71,74,104.4
2017-03-31,2017,1,NA,NA,52,58,105
2017-06-30,2017,2,NA,NA,68,71,105.8
2017-09-30,2017,3,NA,NA,71,74,105.9
2017-12-31,2017,4,NA,NA,74,77,106.1
2018-03-31,2018,1,NA,NA,62,68,107.3
2018-06-30,2018,2,NA,NA,66,69,108.5
2018-09-30,2018,3,NA,NA,73,79,109.5
2018-12-31,2018,4,NA,NA,71,77,109.8
2019-03-31,2019,1,NA,NA,67,70,110.4
2019-06-30,2019,2,NA,NA,83,89,110.6
2019-09-30,2019,3,NA,NA,93,96,111.1
2019-12-31,2019,4,43260,44680,102,111,111.3
2020-03-31,2020,1,NA,NA,95,101,111.2
2020-06-30,2020,2,NA,NA,88,97,112.1
2020-09-30,2020,3,44400,46340,96,102,112.9
2020-12-31,2020,4,44560,46590,109,121,112.9
2021-03-31,2021,1,47910,48440,104,113,114.6
2021-06-30,2021,2,46930,47020,108,117,115.3
2021-09-30,2021,3,49930,50170,110,116,117.5
2021-12-31,2021,4,47970,48090,157,166,118.9
2022-03-31,2022,1,49740,49990,147,156,119.8
2022-06-30,2022,2,48200,49280,132,141,122.6
2022-09-30,2022,3,50770,51000,175,184,125.6
2022-12-31,2022,4,59220,59500,141,147,125.9
2016-03-31,2016,1,39560,42370,64789,66689,102.5
2016-06-30,2016,2,39560,42320,66828,68870,103.8
2016-09-30,2016,3,39570,40610,69512,71541,104.2
2016-12-31,2016,4,39690,41110,71049,73300,104.4
2017-03-31,2017,1,40260,43270,68469,70371,105
2017-06-30,2017,2,40310,43450,69731,71778,105.8
2017-09-30,2017,3,40310,41170,72852,75046,105.9
2017-12-31,2017,4,40780,41960,74154,76417,106.1
2018-03-31,2018,1,41450,44420,71159,73211,107.3
2018-06-30,2018,2,41510,44730,72623,74873,108.5
2018-09-30,2018,3,41640,42850,75296,77535,109.5
2018-12-31,2018,4,42170,43850,76750,79110,109.8
2019-03-31,2019,1,42710,46000,74107,76250,110.4
2019-06-30,2019,2,42830,46780,74994,77381,110.6
2019-09-30,2019,3,43010,43920,77037,79430,111.1
2019-12-31,2019,4,43690,45380,77963,80423,111.3
2020-03-31,2020,1,44130,47900,74880,77283,111.2
2020-06-30,2020,2,44500,48450,73472,75638,112.1
2020-09-30,2020,3,44310,45140,74723,77083,112.9
2020-12-31,2020,4,44860,46670,76216,78839,112.9
2021-03-31,2021,1,45690,48690,73166,75418,114.6
2021-06-30,2021,2,46150,50520,72616,75232,115.3
2021-09-30,2021,3,46440,47300,75046,77770,117.5
2021-12-31,2021,4,46660,48290,78002,80828,118.9
2022-03-31,2022,1,47380,50290,76149,78645,119.8
2022-06-30,2022,2,47630,52060,78003,80816,122.6
2022-09-30,2022,3,48410,49330,79384,82209,125.6
2022-12-31,2022,4,48940,50790,80673,83577,125.9
2016-03-31,2016,1,42630,47080,24809,25686,102.5
2016-06-30,2016,2,42280,46290,25658,26587,103.8
2016-09-30,2016,3,41860,44090,27045,28022,104.2
2016-12-31,2016,4,43330,45880,27589,28707,104.4
2017-03-31,2017,1,44050,47150,26540,27495,105
2017-06-30,2017,2,43750,47740,27933,28931,105.8
2017-09-30,2017,3,43250,45320,29429,30543,105.9
2017-12-31,2017,4,44620,47340,28884,29942,106.1
2018-03-31,2018,1,45100,48400,26930,27918,107.3
2018-06-30,2018,2,44800,48670,27909,28870,108.5
2018-09-30,2018,3,44320,46320,29352,30351,109.5
2018-12-31,2018,4,46070,49060,28840,29805,109.8
2019-03-31,2019,1,46290,49850,27321,28252,110.4
2019-06-30,2019,2,46280,51200,28562,29498,110.6
2019-09-30,2019,3,45940,48400,28842,29816,111.1
2019-12-31,2019,4,47800,51070,28576,29518,111.3
2020-03-31,2020,1,48230,53460,26907,27747,111.2
2020-06-30,2020,2,48130,54220,27477,28350,112.1
2020-09-30,2020,3,47310,49310,28410,29298,112.9
2020-12-31,2020,4,48840,52210,27792,28694,112.9
2021-03-31,2021,1,49530,53130,26684,27524,114.6
2021-06-30,2021,2,49480,55600,27067,27905,115.3
2021-09-30,2021,3,49170,51430,28289,29245,117.5
2021-12-31,2021,4,50660,53950,27927,28859,118.9
2022-03-31,2022,1,51360,56120,27269,28101,119.8
2022-06-30,2022,2,51120,57260,27901,28775,122.6
2022-09-30,2022,3,51430,53610,28740,29755,125.6
2022-12-31,2022,4,52940,56720,28219,29106,125.9
2016-03-31,2016,1,38200,39510,109380,112733,102.5
2016-06-30,2016,2,38370,40450,112193,115807,103.8
2016-09-30,2016,3,38100,38960,116588,120113,104.2
2016-12-31,2016,4,38470,39360,118165,121984,104.4
2017-03-31,2017,1,38830,39860,114469,117873,105
2017-06-30,2017,2,38980,41610,117694,121310,105.8
2017-09-30,2017,3,38810,39730,122430,126223,105.9
2017-12-31,2017,4,39350,40420,124145,128180,106.1
2018-03-31,2018,1,39770,41130,120533,124278,107.3
2018-06-30,2018,2,39950,42660,123328,127428,108.5
2018-09-30,2018,3,39840,40890,128511,132698,109.5
2018-12-31,2018,4,40400,41570,130921,135266,109.8
2019-03-31,2019,1,40740,42280,127411,131527,110.4
2019-06-30,2019,2,40990,44020,129460,133830,110.6
2019-09-30,2019,3,41010,41870,134306,138681,111.1
2019-12-31,2019,4,41660,42910,134934,139546,111.3
2020-03-31,2020,1,42020,43670,130416,134707,111.2
2020-06-30,2020,2,42230,44640,129337,133256,112.1
2020-09-30,2020,3,41950,42760,132554,136845,112.9
2020-12-31,2020,4,42770,44090,135094,139914,112.9
2021-03-31,2021,1,43280,44930,130088,134351,114.6
2021-06-30,2021,2,43610,46310,131069,135715,115.3
2021-09-30,2021,3,43450,44410,136504,141431,117.5
2021-12-31,2021,4,44010,45350,139645,144813,118.9
2022-03-31,2022,1,44600,46110,136552,141257,119.8
2022-06-30,2022,2,44900,47650,139339,144440,122.6
2022-09-30,2022,3,45350,46440,143059,148335,125.6
2022-12-31,2022,4,46150,47760,145529,150887,125.9
2016-03-31,2016,1,36090,40170,43887,45304,102.5
2016-06-30,2016,2,36010,39380,45164,46707,103.8
2016-09-30,2016,3,36250,38110,45599,47190,104.2
2016-12-31,2016,4,36390,38740,46596,48277,104.4
2017-03-31,2017,1,36920,41080,45495,46912,105
2017-06-30,2017,2,36500,39330,46783,48386,105.8
2017-09-30,2017,3,37120,38920,47124,48785,105.9
2017-12-31,2017,4,37350,39580,47990,49678,106.1
2018-03-31,2018,1,37910,42010,46445,47927,107.3
2018-06-30,2018,2,37870,40970,47945,49606,108.5
2018-09-30,2018,3,38250,39950,47936,49589,109.5
2018-12-31,2018,4,38490,40730,49018,50721,109.8
2019-03-31,2019,1,39010,43440,47618,49173,110.4
2019-06-30,2019,2,39130,42590,49259,50945,110.6
2019-09-30,2019,3,39480,41310,48771,50493,111.1
2019-12-31,2019,4,39760,42260,49709,51499,111.3
2020-03-31,2020,1,40300,43560,47968,49603,111.2
2020-06-30,2020,2,39800,43240,48055,49614,112.1
2020-09-30,2020,3,40360,42220,47938,49571,112.9
2020-12-31,2020,4,40920,43710,49132,50937,112.9
2021-03-31,2021,1,41510,45940,47748,49292,114.6
2021-06-30,2021,2,41590,46150,49172,50928,115.3
2021-09-30,2021,3,42060,44070,49640,51559,117.5
2021-12-31,2021,4,42300,44910,50839,52919,118.9
2022-03-31,2022,1,43150,47260,49621,51379,119.8
2022-06-30,2022,2,43470,47370,51006,53034,122.6
2022-09-30,2022,3,44000,45690,51057,53029,125.6
2022-12-31,2022,4,44730,47020,52005,54077,125.9
2016-03-31,2016,1,43170,47230,100690,103863,102.5
2016-06-30,2016,2,43350,46140,101580,104901,103.8
2016-09-30,2016,3,43360,45160,102674,105991,104.2
2016-12-31,2016,4,44060,46120,101532,105092,104.4
2017-03-31,2017,1,44370,49020,100508,103736,105
2017-06-30,2017,2,44430,47330,102785,106232,105.8
2017-09-30,2017,3,44350,46300,104530,108169,105.9
2017-12-31,2017,4,45120,47030,102934,106558,106.1
2018-03-31,2018,1,45470,49710,101514,104879,107.3
2018-06-30,2018,2,45880,48910,102530,106094,108.5
2018-09-30,2018,3,45830,47540,104477,108043,109.5
2018-12-31,2018,4,46600,48570,103346,107025,109.8
2019-03-31,2019,1,46920,51300,101603,104962,110.4
2019-06-30,2019,2,47340,50610,102562,105959,110.6
2019-09-30,2019,3,47350,49070,104055,107677,111.1
2019-12-31,2019,4,48250,50140,102950,106587,111.3
2020-03-31,2020,1,48590,52960,102215,105572,111.2
2020-06-30,2020,2,48310,51910,100991,104129,112.1
2020-09-30,2020,3,48480,50460,101673,104892,112.9
2020-12-31,2020,4,49620,52050,101257,104902,112.9
2021-03-31,2021,1,50160,55650,100475,103682,114.6
2021-06-30,2021,2,50470,54860,101324,104779,115.3
2021-09-30,2021,3,50440,52510,104174,107959,117.5
2021-12-31,2021,4,51420,53600,103210,107186,118.9
2022-03-31,2022,1,51840,57380,102232,105789,119.8
2022-06-30,2022,2,52330,57630,103521,107426,122.6
2022-09-30,2022,3,52530,54810,105625,109549,125.6
2022-12-31,2022,4,53650,55770,104816,108909,125.9
2016-03-31,2016,1,31660,33940,198579,217606,102.5
2016-06-30,2016,2,31840,33400,200551,220824,103.8
2016-09-30,2016,3,31720,32760,207176,229325,104.2
2016-12-31,2016,4,32320,33420,200094,221507,104.4
2017-03-31,2017,1,32530,34950,198826,218953,105
2017-06-30,2017,2,32630,34560,200839,222375,105.8
2017-09-30,2017,3,32460,33490,206465,230102,105.9
2017-12-31,2017,4,33110,34250,198446,221083,106.1
2018-03-31,2018,1,33220,35890,197063,217990,107.3
2018-06-30,2018,2,33530,35170,199978,222287,108.5
2018-09-30,2018,3,33480,34490,205462,229579,109.5
2018-12-31,2018,4,34140,35320,197917,221196,109.8
2019-03-31,2019,1,34350,37130,194992,216062,110.4
2019-06-30,2019,2,34760,36660,197799,220451,110.6
2019-09-30,2019,3,34590,35710,203069,227631,111.1
2019-12-31,2019,4,35240,36440,194642,218192,111.3
2020-03-31,2020,1,35410,38400,191380,212594,111.2
2020-06-30,2020,2,35670,37570,188200,206514,112.1
2020-09-30,2020,3,35230,36460,195250,217602,112.9
2020-12-31,2020,4,36190,37880,193044,216661,112.9
2021-03-31,2021,1,36720,41460,189559,211218,114.6
2021-06-30,2021,2,36900,39640,191153,213253,115.3
2021-09-30,2021,3,36570,37950,201460,229126,117.5
2021-12-31,2021,4,37550,39430,197513,224942,118.9
2022-03-31,2022,1,37810,41640,195939,220665,119.8
2022-06-30,2022,2,38130,40830,200782,228226,122.6
2022-09-30,2022,3,37890,39280,206189,235334,125.6
2022-12-31,2022,4,39070,40860,198598,227196,125.9
2016-03-31,2016,1,34300,36860,54278,59974,102.5
2016-06-30,2016,2,34430,37130,55319,61302,103.8
2016-09-30,2016,3,34410,36250,56111,62127,104.2
2016-12-31,2016,4,34990,37230,55690,61811,104.4
2017-03-31,2017,1,35000,37410,54864,60505,105
2017-06-30,2017,2,35200,37780,55448,61404,105.8
2017-09-30,2017,3,35150,37090,56439,62629,105.9
2017-12-31,2017,4,35680,37890,56623,62898,106.1
2018-03-31,2018,1,35580,38340,56105,61991,107.3
2018-06-30,2018,2,35720,38570,56788,62955,108.5
2018-09-30,2018,3,35620,37460,57825,64289,109.5
2018-12-31,2018,4,36480,38780,57835,64266,109.8
2019-03-31,2019,1,36400,39130,57148,63058,110.4
2019-06-30,2019,2,36620,39650,57772,64019,110.6
2019-09-30,2019,3,36540,38630,58598,65293,111.1
2019-12-31,2019,4,37490,39820,58848,65284,111.3
2020-03-31,2020,1,37350,40430,58283,64728,111.2
2020-06-30,2020,2,37740,40860,55549,59834,112.1
2020-09-30,2020,3,37300,39360,56518,62052,112.9
2020-12-31,2020,4,38300,40820,57285,63586,112.9
2021-03-31,2021,1,38320,41390,55635,60503,114.6
2021-06-30,2021,2,38810,42160,55944,61088,115.3
2021-09-30,2021,3,38720,40860,57246,63134,117.5
2021-12-31,2021,4,39740,42330,57980,64261,118.9
2022-03-31,2022,1,39680,42950,57211,62947,119.8
2022-06-30,2022,2,39940,43320,58378,64914,122.6
2022-09-30,2022,3,40550,43090,59339,65988,125.6
2022-12-31,2022,4,41520,44330,59557,66251,125.9
2016-03-31,2016,1,51540,54900,21799,22197,102.5
2016-06-30,2016,2,51710,54060,22200,22753,103.8
2016-09-30,2016,3,50300,52230,23550,24228,104.2
2016-12-31,2016,4,51880,53790,21947,22541,104.4
2017-03-31,2017,1,52120,56780,21093,21552,105
2017-06-30,2017,2,52360,55540,21257,21831,105.8
2017-09-30,2017,3,51160,53160,22875,23600,105.9
2017-12-31,2017,4,52810,54660,21240,21921,106.1
2018-03-31,2018,1,53120,55580,20527,21014,107.3
2018-06-30,2018,2,52950,55760,20989,21579,108.5
2018-09-30,2018,3,51910,53350,22199,23059,109.5
2018-12-31,2018,4,53690,55510,21042,21719,109.8
2019-03-31,2019,1,54650,59190,20662,21183,110.4
2019-06-30,2019,2,55030,58990,20917,21599,110.6
2019-09-30,2019,3,53570,58030,22597,23414,111.1
2019-12-31,2019,4,55710,58070,20155,20880,111.3
2020-03-31,2020,1,56120,59680,19888,20440,111.2
2020-06-30,2020,2,58410,61980,18775,19245,112.1
2020-09-30,2020,3,55970,57350,19613,20263,112.9
2020-12-31,2020,4,57740,60280,18948,19542,112.9
2021-03-31,2021,1,59330,62110,17248,17616,114.6
2021-06-30,2021,2,59940,62810,17000,17417,115.3
2021-09-30,2021,3,57480,59730,19187,19910,117.5
2021-12-31,2021,4,57610,60630,19118,19832,118.9
2022-03-31,2022,1,59270,65030,18931,19505,119.8
2022-06-30,2022,2,59330,67770,19008,19674,122.6
2022-09-30,2022,3,58110,61160,20219,21078,125.6
2022-12-31,2022,4,59780,62650,19756,20493,125.9
2016-03-31,2016,1,54320,58980,6361,6424,102.5
2016-06-30,2016,2,54040,60110,6340,6428,103.8
2016-09-30,2016,3,54160,57580,6450,6514,104.2
2016-12-31,2016,4,53640,57740,6320,6401,104.4
2017-03-31,2017,1,55210,58650,6258,6325,105
2017-06-30,2017,2,56630,61920,6194,6287,105.8
2017-09-30,2017,3,55530,60390,6171,6256,105.9
2017-12-31,2017,4,55360,59870,6380,6463,106.1
2018-03-31,2018,1,56090,60580,6349,6447,107.3
2018-06-30,2018,2,57750,62820,6484,6614,108.5
2018-09-30,2018,3,57280,61640,6548,6617,109.5
2018-12-31,2018,4,57320,61890,6616,6719,109.8
2019-03-31,2019,1,57710,62320,6600,6693,110.4
2019-06-30,2019,2,58940,63430,6625,6740,110.6
2019-09-30,2019,3,58520,63790,6705,6804,111.1
2019-12-31,2019,4,59260,63680,6669,6752,111.3
2020-03-31,2020,1,59580,64090,6778,6873,111.2
2020-06-30,2020,2,58020,63970,5506,5606,112.1
2020-09-30,2020,3,60320,63110,5431,5540,112.9
2020-12-31,2020,4,62410,65740,5381,5488,112.9
2021-03-31,2021,1,65690,71610,4724,4874,114.6
2021-06-30,2021,2,65500,73700,4766,4961,115.3
2021-09-30,2021,3,63940,69220,5772,5885,117.5
2021-12-31,2021,4,63330,67590,5853,5984,118.9
2022-03-31,2022,1,63820,70060,6171,6309,119.8
2022-06-30,2022,2,63620,70260,6568,6709,122.6
2022-09-30,2022,3,62960,67370,6892,7026,125.6
2022-12-31,2022,4,63260,68680,6880,7043,125.9
2016-03-31,2016,1,42910,45930,32963,34551,102.5
2016-06-30,2016,2,42840,45540,32579,34307,103.8
2016-09-30,2016,3,42820,44410,33619,35486,104.2
2016-12-31,2016,4,43700,46030,32552,34322,104.4
2017-03-31,2017,1,43860,48610,31950,33574,105
2017-06-30,2017,2,43700,47830,32236,33969,105.8
2017-09-30,2017,3,43720,45470,33201,35153,105.9
2017-12-31,2017,4,44480,46430,31835,33655,106.1
2018-03-31,2018,1,44680,47780,31686,33423,107.3
2018-06-30,2018,2,44500,48250,32321,34273,108.5
2018-09-30,2018,3,44510,46540,33049,35010,109.5
2018-12-31,2018,4,45800,48080,32165,34007,109.8
2019-03-31,2019,1,46100,48960,31526,33260,110.4
2019-06-30,2019,2,45950,50580,32061,33969,110.6
2019-09-30,2019,3,46180,47920,33390,35372,111.1
2019-12-31,2019,4,47410,49470,32088,33948,111.3
2020-03-31,2020,1,47610,53570,31849,33671,111.2
2020-06-30,2020,2,48050,53020,30441,31950,112.1
2020-09-30,2020,3,47490,49580,30344,32058,112.9
2020-12-31,2020,4,48760,50850,28546,30244,112.9
2021-03-31,2021,1,49350,54610,27558,29071,114.6
2021-06-30,2021,2,49340,54510,27684,29285,115.3
2021-09-30,2021,3,49450,51490,29229,31166,117.5
2021-12-31,2021,4,50650,53090,29331,31276,118.9
2022-03-31,2022,1,50880,56540,29031,30872,119.8
2022-06-30,2022,2,50590,56070,29762,31821,122.6
2022-09-30,2022,3,51020,53220,30978,33044,125.6
2022-12-31,2022,4,52400,56660,30228,32205,125.9
2016-03-31,2016,1,35050,37410,18834,20551,102.5
2016-06-30,2016,2,34500,36560,18323,19811,103.8
2016-09-30,2016,3,34950,36510,19192,20691,104.2
2016-12-31,2016,4,35200,37290,17887,19195,104.4
2017-03-31,2017,1,35310,37350,17777,19026,105
2017-06-30,2017,2,35410,37070,17352,18737,105.8
2017-09-30,2017,3,35710,37150,18419,19731,105.9
2017-12-31,2017,4,36020,37900,17296,18468,106.1
2018-03-31,2018,1,36070,38060,17016,18113,107.3
2018-06-30,2018,2,36030,37780,16770,17860,108.5
2018-09-30,2018,3,36740,38210,17652,18859,109.5
2018-12-31,2018,4,36980,38830,16734,17875,109.8
2019-03-31,2019,1,37020,38860,16683,17715,110.4
2019-06-30,2019,2,38090,39690,16073,17121,110.6
2019-09-30,2019,3,37850,39280,16881,18092,111.1
2019-12-31,2019,4,38080,39700,16287,17523,111.3
2020-03-31,2020,1,38090,39720,16028,17236,111.2
2020-06-30,2020,2,38070,39620,15845,16896,112.1
2020-09-30,2020,3,38370,39910,15763,17301,112.9
2020-12-31,2020,4,39310,41130,15878,17867,112.9
2021-03-31,2021,1,39370,41390,15466,16800,114.6
2021-06-30,2021,2,39340,41150,15792,17174,115.3
2021-09-30,2021,3,40170,41800,16250,17987,117.5
2021-12-31,2021,4,40720,42810,15810,17429,118.9
2022-03-31,2022,1,41180,43260,15742,17252,119.8
2022-06-30,2022,2,40980,42700,15461,17055,122.6
2022-09-30,2022,3,40780,42260,15819,17528,125.6
2022-12-31,2022,4,42840,44920,15662,17376,125.9
2016-03-31,2016,1,29520,30590,26503,30137,102.5
2016-06-30,2016,2,29240,30800,27645,31729,103.8
2016-09-30,2016,3,28700,29460,33490,38197,104.2
2016-12-31,2016,4,30060,30840,28090,32171,104.4
2017-03-31,2017,1,30340,31370,26643,30104,105
2017-06-30,2017,2,30380,31890,28402,32522,105.8
2017-09-30,2017,3,29490,30230,34069,38456,105.9
2017-12-31,2017,4,30870,31780,28365,32466,106.1
2018-03-31,2018,1,31020,32030,26957,30488,107.3
2018-06-30,2018,2,31280,33040,28727,33066,108.5
2018-09-30,2018,3,30400,31120,34552,39075,109.5
2018-12-31,2018,4,31930,32770,28534,32802,109.8
2019-03-31,2019,1,32130,33790,27239,30927,110.4
2019-06-30,2019,2,32470,34410,29641,34204,110.6
2019-09-30,2019,3,31550,32310,35466,40485,111.1
2019-12-31,2019,4,32940,33820,29174,33713,111.3
2020-03-31,2020,1,33180,35010,28081,32153,111.2
2020-06-30,2020,2,36090,37030,20695,22909,112.1
2020-09-30,2020,3,31920,32600,27643,31255,112.9
2020-12-31,2020,4,34350,35130,21551,24532,112.9
2021-03-31,2021,1,35850,36690,16850,18928,114.6
2021-06-30,2021,2,35630,37270,17245,19311,115.3
2021-09-30,2021,3,33070,34230,30784,35769,117.5
2021-12-31,2021,4,34500,35460,26973,32380,118.9
2022-03-31,2022,1,35620,36610,23209,26331,119.8
2022-06-30,2022,2,35050,37400,29460,35554,122.6
2022-09-30,2022,3,34390,35360,37367,43615,125.6
2022-12-31,2022,4,36400,37450,30499,36183,125.9
2016-03-31,2016,1,28240,29030,59843,69167,102.5
2016-06-30,2016,2,28070,28790,63155,73786,103.8
2016-09-30,2016,3,27950,28410,67602,78829,104.2
2016-12-31,2016,4,28340,28810,64413,74980,104.4
2017-03-31,2017,1,28370,29010,62992,72499,105
2017-06-30,2017,2,28460,29390,67196,78252,105.8
2017-09-30,2017,3,28310,28740,71756,83814,105.9
2017-12-31,2017,4,28880,29330,67973,79278,106.1
2018-03-31,2018,1,29340,30080,65757,75997,107.3
2018-06-30,2018,2,29460,30320,69125,80705,108.5
2018-09-30,2018,3,29510,29940,73550,85887,109.5
2018-12-31,2018,4,30200,30680,69399,81211,109.8
2019-03-31,2019,1,30550,31260,67838,78220,110.4
2019-06-30,2019,2,30710,31890,71406,83635,110.6
2019-09-30,2019,3,30770,31340,75609,89282,111.1
2019-12-31,2019,4,31370,31910,71325,83864,111.3
2020-03-31,2020,1,31520,32340,70085,81947,111.2
2020-06-30,2020,2,32390,33470,58732,67497,112.1
2020-09-30,2020,3,31250,31780,66376,77515,112.9
2020-12-31,2020,4,32010,32480,61234,70874,112.9
2021-03-31,2021,1,32610,33510,49099,54951,114.6
2021-06-30,2021,2,32800,33840,48675,55094,115.3
2021-09-30,2021,3,32440,33090,70282,84959,117.5
2021-12-31,2021,4,33320,34170,71328,86243,118.9
2022-03-31,2022,1,33610,34460,67810,79725,119.8
2022-06-30,2022,2,33780,35100,76579,92856,122.6
2022-09-30,2022,3,33880,34520,82400,100149,125.6
2022-12-31,2022,4,34860,35610,77107,93083,125.9
2016-03-31,2016,1,51120,56630,19776,20460,102.5
2016-06-30,2016,2,51270,53920,19202,19923,103.8
2016-09-30,2016,3,51400,52830,19354,20006,104.2
2016-12-31,2016,4,52030,54130,19135,19851,104.4
2017-03-31,2017,1,52560,58210,18997,19640,105
2017-06-30,2017,2,52860,54870,18787,19464,105.8
2017-09-30,2017,3,52780,54320,19093,19712,105.9
2017-12-31,2017,4,53710,55040,18757,19458,106.1
2018-03-31,2018,1,53990,58610,18603,19319,107.3
2018-06-30,2018,2,54210,56330,18605,19349,108.5
2018-09-30,2018,3,54270,55990,18694,19365,109.5
2018-12-31,2018,4,55190,57460,18380,19162,109.8
2019-03-31,2019,1,55610,64370,18962,19803,110.4
2019-06-30,2019,2,56250,58730,18857,19680,110.6
2019-09-30,2019,3,56440,58230,19152,19904,111.1
2019-12-31,2019,4,57470,59530,18976,19784,111.3
2020-03-31,2020,1,57860,66230,19014,19797,111.2
2020-06-30,2020,2,57580,60380,18818,19443,112.1
2020-09-30,2020,3,57780,59140,18898,19545,112.9
2020-12-31,2020,4,59050,60850,18640,19499,112.9
2021-03-31,2021,1,59510,66030,18592,19323,114.6
2021-06-30,2021,2,59920,61970,18869,19662,115.3
2021-09-30,2021,3,60150,62210,19249,19979,117.5
2021-12-31,2021,4,61490,63520,19472,20300,118.9
2022-03-31,2022,1,61850,69840,19666,20427,119.8
2022-06-30,2022,2,62400,64980,19560,20448,122.6
2022-09-30,2022,3,62220,64020,19971,20696,125.6
2022-12-31,2022,4,63840,66540,19583,20473,125.9
2016-03-31,2016,1,41510,43240,4713,5432,102.5
2016-06-30,2016,2,41410,43080,4994,5878,103.8
2016-09-30,2016,3,41230,42740,4642,5344,104.2
2016-12-31,2016,4,42410,43460,4954,5854,104.4
2017-03-31,2017,1,42680,43760,4714,5466,105
2017-06-30,2017,2,42460,44030,4981,5777,105.8
2017-09-30,2017,3,42610,43550,5054,5890,105.9
2017-12-31,2017,4,43510,44160,5259,6291,106.1
2018-03-31,2018,1,43350,44750,5036,5851,107.3
2018-06-30,2018,2,43980,45620,5397,6400,108.5
2018-09-30,2018,3,43580,44340,5261,6274,109.5
2018-12-31,2018,4,44280,45140,5291,6342,109.8
2019-03-31,2019,1,44690,45650,5221,6057,110.4
2019-06-30,2019,2,45050,46200,5452,6449,110.6
2019-09-30,2019,3,45240,46030,5550,6530,111.1
2019-12-31,2019,4,45710,46670,5387,6394,111.3
2020-03-31,2020,1,45840,47350,5353,6171,111.2
2020-06-30,2020,2,47940,49060,4997,5780,112.1
2020-09-30,2020,3,47610,48170,4986,5755,112.9
2020-12-31,2020,4,48390,49160,5408,6428,112.9
2021-03-31,2021,1,49110,50450,4898,5650,114.6
2021-06-30,2021,2,49220,50910,5235,6099,115.3
2021-09-30,2021,3,49130,49580,5545,6539,117.5
2021-12-31,2021,4,49240,50280,6018,7308,118.9
2022-03-31,2022,1,49250,50170,5954,7012,119.8
2022-06-30,2022,2,49520,50390,6340,7539,122.6
2022-09-30,2022,3,50590,51300,5974,6944,125.6
2022-12-31,2022,4,51120,52030,5930,6997,125.9
2016-03-31,2016,1,46970,48620,5471,5607,102.5
2016-06-30,2016,2,46790,49200,5593,5735,103.8
2016-09-30,2016,3,47740,49500,5597,5737,104.2
2016-12-31,2016,4,48130,49390,5591,5757,104.4
2017-03-31,2017,1,48510,50470,5555,5706,105
2017-06-30,2017,2,48620,51060,5418,5564,105.8
2017-09-30,2017,3,49240,50830,5424,5570,105.9
2017-12-31,2017,4,49560,50760,5451,5626,106.1
2018-03-31,2018,1,49760,52700,5624,5921,107.3
2018-06-30,2018,2,50020,53240,5750,6244,108.5
2018-09-30,2018,3,50550,52500,5567,5805,109.5
2018-12-31,2018,4,51420,53300,5952,6448,109.8
2019-03-31,2019,1,51760,53760,5713,5999,110.4
2019-06-30,2019,2,52250,55580,5785,6211,110.6
2019-09-30,2019,3,53200,54930,5547,5794,111.1
2019-12-31,2019,4,53540,55190,5865,6386,111.3
2020-03-31,2020,1,53890,56650,5702,5992,111.2
2020-06-30,2020,2,54290,57690,5464,5676,112.1
2020-09-30,2020,3,54190,55560,5356,5562,112.9
2020-12-31,2020,4,55240,57220,5706,6121,112.9
2021-03-31,2021,1,55370,57750,5567,5804,114.6
2021-06-30,2021,2,55500,58610,5561,5841,115.3
