date,year,quarter,shortname,number_of_employees,number_of_jobs_employments,average_monthly_basic_earnings_nok,average_monthly_earnings_nok,index_of_average_monthly_basic_earnings,index_of_average_monthly_earnings,code_indus,parentcode_indus,consumption_group,month,consumer_price_index_2015_100,monthly_change_per_cent,x12_month_rate_per_cent,consumer_price_index_weights,output_at_basic_values_current_prices_nok_million,intermediate_consumption_current_prices_nok_million,value_added_at_basic_prices_current_prices_nok_million,compensation_of_employees_current_prices_nok_million,taxes_on_production_current_prices_nok_million,subsidies_on_production_current_prices_nok_million,consumption_of_fixed_capital_current_prices_nok_million,operation_surplus_current_prices_nok_million,output_at_basic_values_constant_2015_price_nok_million,intermediate_consumption_constant_2015_prices_nok_million,value_added_at_basic_prices_constant_2015_prices_nok_million,output_at_basic_values_annual_change_in_volume_per_cent,intermediate_consumption_annual_change_in_volume_per_cent,value_added_at_basic_prices_annual_change_in_volume_per_cent,output_at_basic_values_annual_change_in_prices_per_cent,intermediate_consumption_annual_change_in_prices_per_cent,value_added_at_basic_prices_annual_change_in_prices_per_cent,industry
2020-06-30,2020,2,Fishing and aquaculture,11292,11862,46890,54600,114.1,123.6,03,A,All-item index,06,112.1,0.2,1.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fishing and aquaculture
2020-09-30,2020,3,Fishing and aquaculture,12443,13179,45440,47850,110.5,108.3,03,A,All-item index,09,112.9,0.4,1.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fishing and aquaculture
2020-12-31,2020,4,Fishing and aquaculture,11958,12690,47270,50840,115,115.1,03,A,All-item index,12,112.9,0.4,1.4,1000,112479,70772,41707,9246,929,777,5599,26710,86509,59570,27632,6.2,2,12.9,-3.4,3.2,-12.9,Fishing and aquaculture
2021-03-31,2021,1,Fishing and aquaculture,11864,12461,48700,51600,118.5,116.8,03,A,All-item index,03,114.6,-0.3,3.1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fishing and aquaculture
2021-06-30,2021,2,Fishing and aquaculture,11985,12705,49080,52850,119.4,119.6,03,A,All-item index,06,115.3,0.3,2.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fishing and aquaculture
2021-09-30,2021,3,Fishing and aquaculture,13201,13985,47610,49640,115.8,112.4,03,A,All-item index,09,117.5,1,4.1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fishing and aquaculture
2021-12-31,2021,4,Fishing and aquaculture,12947,13738,49790,52310,121.1,118.4,03,A,All-item index,12,118.9,0.7,5.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fishing and aquaculture
2022-03-31,2022,1,Fishing and aquaculture,12723,13365,50620,55120,123.1,124.8,03,A,All-item index,03,119.8,0.6,4.5,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fishing and aquaculture
2022-06-30,2022,2,Fishing and aquaculture,13002,13756,51150,55780,124.4,126.3,03,A,All-item index,06,122.6,0.9,6.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fishing and aquaculture
2022-09-30,2022,3,Fishing and aquaculture,14088,14958,50140,53990,122,122.2,03,A,All-item index,09,125.6,1.4,6.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fishing and aquaculture
2022-12-31,2022,4,Fishing and aquaculture,13770,14652,52520,55010,127.8,124.5,03,A,All-item index,12,125.9,0.1,5.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fishing and aquaculture
2016-03-31,2016,1,Mining of coal and lignite,204,207,NA,NA,100,100,05,B,All-item index,03,102.5,0.4,3.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
2016-06-30,2016,2,Mining of coal and lignite,151,154,NA,NA,NA,NA,05,B,All-item index,06,103.8,0.6,3.7,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
2016-09-30,2016,3,Mining of coal and lignite,124,127,NA,NA,NA,NA,05,B,All-item index,09,104.2,0.3,3.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
2016-12-31,2016,4,Mining of coal and lignite,108,108,NA,NA,NA,NA,05,B,All-item index,12,104.4,-0.5,3.5,1000,527,375,152,142,7,23,242,-216,451,380,17,-28.2,-37.4,-21.3,16.9,-1.3,819.6,Mining of coal and lignite
2017-03-31,2017,1,Mining of coal and lignite,109,115,NA,NA,NA,NA,05,B,All-item index,03,105,0.3,2.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
2017-06-30,2017,2,Mining of coal and lignite,106,109,NA,NA,NA,NA,05,B,All-item index,06,105.8,0.4,1.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
2017-09-30,2017,3,Mining of coal and lignite,110,113,NA,NA,NA,NA,05,B,All-item index,09,105.9,0.6,1.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
2017-12-31,2017,4,Mining of coal and lignite,101,104,NA,NA,NA,NA,05,B,All-item index,12,106.1,0,1.6,1000,106,153,-47,94,8,3,244,-390,88,148,1,-80.5,-61.1,-92,2.9,4.8,NA,Mining of coal and lignite
2018-03-31,2018,1,Mining of coal and lignite,101,104,NA,NA,NA,NA,05,B,All-item index,03,107.3,0.3,2.2,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
2018-06-30,2018,2,Mining of coal and lignite,106,109,NA,NA,NA,NA,05,B,All-item index,06,108.5,0.6,2.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
2018-09-30,2018,3,Mining of coal and lignite,21,21,NA,NA,NA,NA,05,B,All-item index,09,109.5,0.6,3.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
2018-12-31,2018,4,Mining of coal and lignite,104,107,NA,NA,NA,NA,05,B,All-item index,12,109.8,0,3.5,1000,153,152,1,91,8,3,389,-484,133,154,4,50.9,3.9,187.2,-4.4,-4.4,NA,Mining of coal and lignite
2019-03-31,2019,1,Mining of coal and lignite,104,107,NA,NA,NA,NA,05,B,All-item index,03,110.4,0.2,2.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
2019-06-30,2019,2,Mining of coal and lignite,106,109,NA,NA,NA,NA,05,B,All-item index,06,110.6,0.1,1.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
2019-09-30,2019,3,Mining of coal and lignite,125,131,NA,NA,NA,NA,05,B,All-item index,09,111.1,0.5,1.5,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
2019-12-31,2019,4,Mining of coal and lignite,107,110,NA,NA,NA,NA,05,B,All-item index,12,111.3,-0.3,1.4,1000,153,62,91,97,8,1,467,-480,131,66,6,-1.3,-57.2,57.3,1.3,-4.6,5684,Mining of coal and lignite
2020-03-31,2020,1,Mining of coal and lignite,107,107,NA,NA,NA,NA,05,B,All-item index,03,111.2,0,0.7,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
2020-06-30,2020,2,Mining of coal and lignite,104,104,NA,NA,NA,NA,05,B,All-item index,06,112.1,0.2,1.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
2020-09-30,2020,3,Mining of coal and lignite,124,124,NA,NA,NA,NA,05,B,All-item index,09,112.9,0.4,1.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
2020-12-31,2020,4,Mining of coal and lignite,104,107,NA,NA,NA,NA,05,B,All-item index,12,112.9,0.4,1.4,1000,103,63,40,103,8,0,370,-441,88,121,2,-33.3,83.9,-66.7,1,-44.7,32.1,Mining of coal and lignite
2021-03-31,2021,1,Mining of coal and lignite,102,105,NA,NA,NA,NA,05,B,All-item index,03,114.6,-0.3,3.1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
2021-06-30,2021,2,Mining of coal and lignite,101,101,NA,NA,NA,NA,05,B,All-item index,06,115.3,0.3,2.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
2021-09-30,2021,3,Mining of coal and lignite,104,104,NA,NA,NA,NA,05,B,All-item index,09,117.5,1,4.1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
2021-12-31,2021,4,Mining of coal and lignite,100,100,NA,NA,NA,NA,05,B,All-item index,12,118.9,0.7,5.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
2022-03-31,2022,1,Mining of coal and lignite,97,97,NA,NA,NA,NA,05,B,All-item index,03,119.8,0.6,4.5,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
2022-06-30,2022,2,Mining of coal and lignite,93,93,NA,NA,NA,NA,05,B,All-item index,06,122.6,0.9,6.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
2022-09-30,2022,3,Mining of coal and lignite,89,89,NA,NA,NA,NA,05,B,All-item index,09,125.6,1.4,6.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
2022-12-31,2022,4,Mining of coal and lignite,79,79,NA,NA,NA,NA,05,B,All-item index,12,125.9,0.1,5.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of coal and lignite
2016-03-31,2016,1,Extraction of oil and natural gas,25592,25630,68260,90720,100,100,06,B,All-item index,03,102.5,0.4,3.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extraction of crude petroleum and natural gas
2016-06-30,2016,2,Extraction of oil and natural gas,25155,25189,67650,78180,99.1,86.2,06,B,All-item index,06,103.8,0.6,3.7,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extraction of crude petroleum and natural gas
2016-09-30,2016,3,Extraction of oil and natural gas,24820,24873,67760,75030,99.3,82.7,06,B,All-item index,09,104.2,0.3,3.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extraction of crude petroleum and natural gas
2016-12-31,2016,4,Extraction of oil and natural gas,24444,24481,68340,77130,100.1,85,06,B,All-item index,12,104.4,-0.5,3.5,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extraction of crude petroleum and natural gas
2017-03-31,2017,1,Extraction of oil and natural gas,23847,23889,68460,89150,100.3,98.3,06,B,All-item index,03,105,0.3,2.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extraction of crude petroleum and natural gas
2017-06-30,2017,2,Extraction of oil and natural gas,23725,23781,68820,79150,100.8,87.2,06,B,All-item index,06,105.8,0.4,1.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extraction of crude petroleum and natural gas
2017-09-30,2017,3,Extraction of oil and natural gas,23851,23918,68890,76100,100.9,83.9,06,B,All-item index,09,105.9,0.6,1.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extraction of crude petroleum and natural gas
2017-12-31,2017,4,Extraction of oil and natural gas,23649,23676,70270,79350,102.9,87.5,06,B,All-item index,12,106.1,0,1.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extraction of crude petroleum and natural gas
2018-03-31,2018,1,Extraction of oil and natural gas,23427,23483,70340,102600,103,113.1,06,B,All-item index,03,107.3,0.3,2.2,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extraction of crude petroleum and natural gas
2018-06-30,2018,2,Extraction of oil and natural gas,23442,23547,70350,82560,103.1,91,06,B,All-item index,06,108.5,0.6,2.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extraction of crude petroleum and natural gas
2018-09-30,2018,3,Extraction of oil and natural gas,23757,23818,70370,78330,103.1,86.3,06,B,All-item index,09,109.5,0.6,3.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extraction of crude petroleum and natural gas
2018-12-31,2018,4,Extraction of oil and natural gas,23694,23742,72180,81870,105.7,90.2,06,B,All-item index,12,109.8,0,3.5,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extraction of crude petroleum and natural gas
2019-03-31,2019,1,Extraction of oil and natural gas,23703,23771,72380,105550,106,116.3,06,B,All-item index,03,110.4,0.2,2.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extraction of crude petroleum and natural gas
2019-06-30,2019,2,Extraction of oil and natural gas,23709,23751,72630,85450,106.4,94.2,06,B,All-item index,06,110.6,0.1,1.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extraction of crude petroleum and natural gas
2019-09-30,2019,3,Extraction of oil and natural gas,24163,24229,72220,83740,105.8,92.3,06,B,All-item index,09,111.1,0.5,1.5,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extraction of crude petroleum and natural gas
2019-12-31,2019,4,Extraction of oil and natural gas,24105,24159,74570,84120,109.2,92.7,06,B,All-item index,12,111.3,-0.3,1.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extraction of crude petroleum and natural gas
2020-03-31,2020,1,Extraction of oil and natural gas,24203,24261,75940,100600,111.3,110.9,06,B,All-item index,03,111.2,0,0.7,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extraction of crude petroleum and natural gas
2020-06-30,2020,2,Extraction of oil and natural gas,24214,24268,75900,85650,111.2,94.4,06,B,All-item index,06,112.1,0.2,1.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extraction of crude petroleum and natural gas
2020-09-30,2020,3,Extraction of oil and natural gas,24262,24331,75350,83020,110.4,91.5,06,B,All-item index,09,112.9,0.4,1.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extraction of crude petroleum and natural gas
2020-12-31,2020,4,Extraction of oil and natural gas,24197,24252,75740,85360,111,94.1,06,B,All-item index,12,112.9,0.4,1.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extraction of crude petroleum and natural gas
2021-03-31,2021,1,Extraction of oil and natural gas,24149,24208,76700,104870,112.4,115.6,06,B,All-item index,03,114.6,-0.3,3.1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extraction of crude petroleum and natural gas
2021-06-30,2021,2,Extraction of oil and natural gas,24037,24074,76460,90560,112,99.8,06,B,All-item index,06,115.3,0.3,2.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extraction of crude petroleum and natural gas
2021-09-30,2021,3,Extraction of oil and natural gas,23883,23937,77370,86220,113.3,95,06,B,All-item index,09,117.5,1,4.1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extraction of crude petroleum and natural gas
2021-12-31,2021,4,Extraction of oil and natural gas,24090,24138,78800,88980,115.4,98.1,06,B,All-item index,12,118.9,0.7,5.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extraction of crude petroleum and natural gas
2022-03-31,2022,1,Extraction of oil and natural gas,24069,24140,78680,112260,115.3,123.7,06,B,All-item index,03,119.8,0.6,4.5,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extraction of crude petroleum and natural gas
2022-06-30,2022,2,Extraction of oil and natural gas,24289,24331,78810,94090,115.5,103.7,06,B,All-item index,06,122.6,0.9,6.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extraction of crude petroleum and natural gas
2022-09-30,2022,3,Extraction of oil and natural gas,24598,24681,78230,88460,114.6,97.5,06,B,All-item index,09,125.6,1.4,6.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extraction of crude petroleum and natural gas
2022-12-31,2022,4,Extraction of oil and natural gas,24824,24933,82160,93040,120.4,102.6,06,B,All-item index,12,125.9,0.1,5.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extraction of crude petroleum and natural gas
2016-03-31,2016,1,Mining of metal ores,618,624,43020,45120,100,100,07,B,All-item index,03,102.5,0.4,3.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
2016-06-30,2016,2,Mining of metal ores,566,572,42350,44310,98.4,98.2,07,B,All-item index,06,103.8,0.6,3.7,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
2016-09-30,2016,3,Mining of metal ores,571,577,41570,42870,96.6,95,07,B,All-item index,09,104.2,0.3,3.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
2016-12-31,2016,4,Mining of metal ores,609,615,42640,44490,99.1,98.6,07,B,All-item index,12,104.4,-0.5,3.5,1000,1496,679,817,456,12,3,324,28,1729,680,1049,-22.5,-38.2,-7.3,-13.5,-0.1,-22.1,Mining of metal ores
2017-03-31,2017,1,Mining of metal ores,606,606,43620,45830,101.4,101.6,07,B,All-item index,03,105,0.3,2.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
2017-06-30,2017,2,Mining of metal ores,601,607,45070,47510,104.8,105.3,07,B,All-item index,06,105.8,0.4,1.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
2017-09-30,2017,3,Mining of metal ores,612,615,44030,45110,102.3,100,07,B,All-item index,09,105.9,0.6,1.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
2017-12-31,2017,4,Mining of metal ores,605,608,45010,46840,104.6,103.8,07,B,All-item index,12,106.1,0,1.6,1000,1782,828,954,440,12,0,309,193,1537,600,939,-11.1,-11.8,-10.5,34,38.2,30.5,Mining of metal ores
2018-03-31,2018,1,Mining of metal ores,623,629,44770,47210,104.1,104.6,07,B,All-item index,03,107.3,0.3,2.2,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
2018-06-30,2018,2,Mining of metal ores,622,625,46590,49180,108.3,109,07,B,All-item index,06,108.5,0.6,2.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
2018-09-30,2018,3,Mining of metal ores,631,634,43910,47160,102.1,104.5,07,B,All-item index,09,109.5,0.6,3.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
2018-12-31,2018,4,Mining of metal ores,627,633,44920,48700,104.4,107.9,07,B,All-item index,12,109.8,0,3.5,1000,1702,792,910,447,10,1,298,156,1391,553,835,-9.5,-7.9,-11,5.6,3.8,7.2,Mining of metal ores
2019-03-31,2019,1,Mining of metal ores,612,618,45140,49530,104.9,109.8,07,B,All-item index,03,110.4,0.2,2.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
2019-06-30,2019,2,Mining of metal ores,496,506,48570,51290,112.9,113.7,07,B,All-item index,06,110.6,0.1,1.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
2019-09-30,2019,3,Mining of metal ores,640,646,43620,45890,101.4,101.7,07,B,All-item index,09,111.1,0.5,1.5,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
2019-12-31,2019,4,Mining of metal ores,693,699,48080,50830,111.8,112.7,07,B,All-item index,12,111.3,-0.3,1.4,1000,2059,733,1326,468,10,2,295,555,1529,482,1084,9.9,-12.9,29.8,10,6.2,12.3,Mining of metal ores
2020-03-31,2020,1,Mining of metal ores,700,706,48580,52130,112.9,115.5,07,B,All-item index,03,111.2,0,0.7,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
2020-06-30,2020,2,Mining of metal ores,699,702,49090,54220,114.1,120.2,07,B,All-item index,06,112.1,0.2,1.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
2020-09-30,2020,3,Mining of metal ores,696,699,48470,50960,112.7,112.9,07,B,All-item index,09,112.9,0.4,1.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
2020-12-31,2020,4,Mining of metal ores,673,676,50790,54550,118.1,120.9,07,B,All-item index,12,112.9,0.4,1.4,1000,2757,1078,1679,541,10,10,335,803,1830,723,1115,19.7,50.2,2.9,11.8,-2.1,23.1,Mining of metal ores
2021-03-31,2021,1,Mining of metal ores,682,682,50700,56650,117.9,125.6,07,B,All-item index,03,114.6,-0.3,3.1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
2021-06-30,2021,2,Mining of metal ores,675,678,50740,54710,117.9,121.3,07,B,All-item index,06,115.3,0.3,2.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
2021-09-30,2021,3,Mining of metal ores,682,682,50240,53880,116.8,119.4,07,B,All-item index,09,117.5,1,4.1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
2021-12-31,2021,4,Mining of metal ores,672,678,51710,54590,120.2,121,07,B,All-item index,12,118.9,0.7,5.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
2022-03-31,2022,1,Mining of metal ores,687,687,52400,68440,121.8,151.7,07,B,All-item index,03,119.8,0.6,4.5,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
2022-06-30,2022,2,Mining of metal ores,690,693,53240,56700,123.8,125.7,07,B,All-item index,06,122.6,0.9,6.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
2022-09-30,2022,3,Mining of metal ores,725,728,52860,55270,122.9,122.5,07,B,All-item index,09,125.6,1.4,6.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
2022-12-31,2022,4,Mining of metal ores,775,778,56520,59430,131.4,131.7,07,B,All-item index,12,125.9,0.1,5.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mining of metal ores
2016-03-31,2016,1,Other mining and quarrying,3427,3547,39570,41160,100,100,08,B,All-item index,03,102.5,0.4,3.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
2016-06-30,2016,2,Other mining and quarrying,3571,3707,39120,42040,98.9,102.1,08,B,All-item index,06,103.8,0.6,3.7,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
2016-09-30,2016,3,Other mining and quarrying,3698,3834,39680,41260,100.3,100.2,08,B,All-item index,09,104.2,0.3,3.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
2016-12-31,2016,4,Other mining and quarrying,3598,3752,40190,41860,101.6,101.7,08,B,All-item index,12,104.4,-0.5,3.5,1000,11643,7518,4125,2261,15,1,836,1014,11787,7591,4196,-1.2,0.2,-3.5,-1.2,-1,-1.7,Other mining and quarrying
2017-03-31,2017,1,Other mining and quarrying,3441,3570,40640,42260,102.7,102.7,08,B,All-item index,03,105,0.3,2.4,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
2017-06-30,2017,2,Other mining and quarrying,3510,3662,40600,43050,102.6,104.6,08,B,All-item index,06,105.8,0.4,1.9,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
2017-09-30,2017,3,Other mining and quarrying,3742,3875,40580,42360,102.6,102.9,08,B,All-item index,09,105.9,0.6,1.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other mining and quarrying
2017-12-31,2017,4,Other mining and quarrying,3676,3832,41060,42850,103.8,104.1,08,B,All-item index,12,106.1,0,1.6,1000,12579,8214,4365,2310,16,1,867,1173,12016,8115,3898,1.9,6.9,-7.1,6,2.2,13.9,Other mining and quarrying
